Date	Month	Channel	Owner	Brand	Pack Size	Pack Type	SKU	Price Tier	Unit Sales	Sales Value	Distribution	Cost of Sales	Price	Gross Profit	Indirect Costs	Operating Profit	Unit Sales Monthly Change	Sales Value Monthly Change	Distribution Monthly Change	Cost of Sales Monthly Change	Price Monthly Change	Gross Profit Monthly Change	Indirect Costs Monthly Change	Operating Profit Monthly Change
01/06/2011	Jun-11	Hypermarkets	LexCorp	Gamma	12	Standard	Gamma 12 Pack Standard	Budget	3630	212218	98.04	539.16	58.46	211678.84	197632.27	14046.57	1442	80087	2.81	203.47	-1.93	79883.53	74582.58	5300.95
01/06/2011	Jun-11	Hypermarkets	MomCorp	Alpha	12	Standard	Alpha 12 Pack Standard	Regular	967	77920	55.75	197.96	80.58	77722.04	72564.89	5157.15	393	27781	-3.63	70.57	-6.77	27710.43	25871.86	1838.57
01/06/2011	Jun-11	Hypermarkets	MomCorp	Alpha	18	Standard	Alpha 18 Pack Standard	Regular	1480	112559	92.22	285.97	76.05	112273.03	104823.4	7449.63	134	9921	-0.82	25.21	-0.2	9895.79	9239.71	656.08
01/06/2011	Jun-11	Hypermarkets	Rekall	Beta	8	Standard	Beta 8 Pack Standard	Premium	947	108868	99.06	276.59	114.96	108591.41	101385.33	7206.08	27	4669	0.13	11.86	1.7	4657.14	4347.74	309.4
01/06/2011	Jun-11	Hypermarkets	Rekall	Beta	12	Deluxe	Beta 12 Pack Deluxe	Premium	91	11217	12.72	28.5	123.26	11188.5	10446.07	742.43	-5	-523	-7.36	-1.33	0.97	-521.67	-487.25	-34.42
01/06/2011	Jun-11	Hypermarkets	Rekall	Beta	12	Giftset	Beta 12 Pack Giftset	Premium	3212	365439	96.68	928.43	113.77	364510.57	340323.04	24187.53	599	69157	1.38	175.69	0.38	68981.31	64403.6	4577.71
01/06/2011	Jun-11	Hypermarkets	Rekall	Beta	12	Standard	Beta 12 Pack Standard	Premium	3340	350146	98.87	889.58	104.83	349256.42	326080.72	23175.7	179	21303	-0.57	54.12	0.8	21248.88	19838.88	1410
01/06/2011	Jun-11	Hypermarkets	Rekall	Beta	18	Standard	Beta 18 Pack Standard	Premium	3850	375265	98.32	953.4	97.47	374311.6	349473.9	24837.7	-489	-30312	1.3	-77.01	4	-30234.99	-28228.71	-2006.28
01/06/2011	Jun-11	Hypermarkets	Rekall	Beta	60	Standard	Beta 60 Pack Standard	Premium	896	92659	45.97	235.41	103.41	92423.59	86290.34	6133.25	121	14246	-1.1	36.19	2.23	14209.81	13266.71	943.1
01/06/2011	Jun-11	Hypermarkets	Stark Ind	Omega	12	Standard	Omega 12 Pack Standard	Budget	922	55875	90.79	141.95	60.6	55733.05	52034.81	3698.24	444	27158	10.63	68.99	0.52	27089.01	25291.85	1797.16
01/06/2011	Jun-11	Hypermarkets	Tyrell Corp	Kappa	8	Standard	Kappa 8 Pack Standard	Regular	801	63835	97.25	162.18	79.69	63672.82	59447.92	4224.9	-158	-10468	0.92	-26.59	2.21	-10441.41	-9748.18	-693.23
01/06/2011	Jun-11	Hypermarkets	Tyrell Corp	Kappa	12	Standard	Kappa 12 Pack Standard	Regular	2368	162272	98.41	412.27	68.53	161859.73	151119.71	10740.02	606	36264	0.13	92.13	-2.98	36171.87	33771.64	2400.23
01/06/2011	Jun-11	Hypermarkets	Tyrell Corp	Kappa	18	Standard	Kappa 18 Pack Standard	Regular	2390	157021	89.22	398.93	65.7	156622.07	146229.42	10392.65	-829	-39811	-4.25	-101.15	4.55	-39709.85	-37075.04	-2634.81
01/06/2011	Jun-11	Hypermarkets	Wayne Ent	Pi	12	Giftset	Pi 12 Pack Giftset	Regular	949	70266	62.92	178.52	74.04	70087.48	65436.74	4650.74	50	1657	3.06	4.21	-2.28	1652.79	1543.3	109.49
01/06/2011	Jun-11	Supermarkets	Aperture	Delta	12	Standard	Delta 12 Pack Standard	Budget	2903	144974	33.6	368.32	49.94	144605.68	135010.01	9595.67	-2021	-80510	7.52	-204.54	4.15	-80305.46	-74976.51	-5328.95
01/06/2011	Jun-11	Supermarkets	Aperture	Eta	12	Standard	Eta 12 Pack Standard	Budget	725	31972	6.44	81.23	44.1	31890.77	29774.25	2116.52	-18	-761	1.27	-1.93	0.04	-759.07	-709.07	-50
01/06/2011	Jun-11	Supermarkets	Aperture	Omicron	8	Standard	Omicron 8 Pack Standard	Regular	1364	123597	38.62	314.01	90.61	123282.99	115102.4	8180.59	-1320	-78657	2.34	-199.84	15.25	-78457.16	-73251.05	-5206.11
01/06/2011	Jun-11	Supermarkets	Aperture	Omicron	12	Deluxe	Omicron 12 Pack Deluxe	Regular	829	69776	23.02	177.27	84.17	69598.73	64980.24	4618.49	356	25962	6.6	65.96	-8.46	25896.04	24177.68	1718.36
01/06/2011	Jun-11	Supermarkets	Aperture	Omicron	12	Giftset	Omicron 12 Pack Giftset	Regular	2990	261499	48.7	664.36	87.46	260834.64	243526.28	17308.36	675	50885	11.55	129.27	-3.52	50755.73	47387.59	3368.14
01/06/2011	Jun-11	Supermarkets	Aperture	Omicron	12	Standard	Omicron 12 Pack Standard	Regular	10175	720104	57.43	1829.5	70.77	718274.5	670612.37	47662.13	3648	222766	13.43	565.96	-5.43	222200.04	207455.89	14744.15
01/06/2011	Jun-11	Supermarkets	Aperture	Omicron	18	Standard	Omicron 18 Pack Standard	Regular	8119	518956	51.79	1318.46	63.92	517637.54	483289.28	34348.26	1763	102188	11.98	259.62	-1.65	101928.38	95165.18	6763.2
01/06/2011	Jun-11	Supermarkets	Aperture	Sigma	12	Giftset	Sigma 12 Pack Giftset	Premium	460	77362	19.44	196.55	168.18	77165.45	72044.68	5120.77	20	2324	2.33	5.91	-2.36	2318.09	2164.1	153.99
01/06/2011	Jun-11	Supermarkets	Aperture	Sigma	12	Standard	Sigma 12 Pack Standard	Premium	574	90491	21.67	229.9	157.65	90261.1	84271.53	5989.57	-8	58	2.93	0.15	2.27	57.85	54.2	3.65
01/06/2011	Jun-11	Supermarkets	Aperture	Tau	12	Standard	Tau 12 Pack Standard	Regular	369	26431	18.63	67.15	71.63	26363.85	24614.07	1749.78	-28	-1957	5.27	-4.97	0.12	-1952.03	-1822.69	-129.34
01/06/2011	Jun-11	Supermarkets	Black Mesa	Epsilon	12	Standard	Epsilon 12 Pack Standard	Budget	535	30209	17.26	76.75	56.47	30132.25	28132.61	1999.64	-23	-1313	2.69	-3.33	-0.02	-1309.67	-1222.57	-87.1
01/06/2011	Jun-11	Supermarkets	Black Mesa	Iota	12	Giftset	Iota 12 Pack Giftset	Regular	541	51886	23.54	131.82	95.91	51754.18	48320.16	3434.02	-5	620	4.6	1.57	2.02	618.43	577.77	40.66
01/06/2011	Jun-11	Supermarkets	Black Mesa	Iota	12	Standard	Iota 12 Pack Standard	Regular	718	64444	26.16	163.73	89.75	64280.27	60014.51	4265.76	148	13797	4.15	35.06	0.9	13761.94	12848.76	913.18
01/06/2011	Jun-11	Supermarkets	Black Mesa	Lambda	8	Standard	Lambda 8 Pack Standard	Budget	487	30998	16.16	78.76	63.65	30919.24	28867.93	2051.31	104	6765	3.85	17.19	0.38	6747.81	6300.6	447.21
01/06/2011	Jun-11	Supermarkets	Black Mesa	Lambda	12	Standard	Lambda 12 Pack Standard	Budget	1757	108014	42.96	274.42	61.48	107739.58	100590.77	7148.81	-239	-11562	7.44	-29.37	1.57	-11532.63	-10766.81	-765.82
01/06/2011	Jun-11	Supermarkets	Black Mesa	Mu	12	Standard	Mu 12 Pack Standard	Premium	514	80776	21.87	205.22	157.15	80570.78	75224.04	5346.74	-32	-5514	2.23	-14.01	-0.89	-5499.99	-5135.59	-364.4
01/06/2011	Jun-11	Supermarkets	Black Mesa	Theta	6	Standard	Theta 6 Pack Standard	Regular	268	27200	13.91	69.1	101.49	27130.9	25330.41	1800.49	11	1337	3.05	3.39	0.86	1333.61	1244.93	88.68
01/06/2011	Jun-11	Supermarkets	Black Mesa	Theta	8	Standard	Theta 8 Pack Standard	Regular	1582	147878	38.42	375.7	93.48	147502.3	137714.98	9787.32	130	12366	5.65	31.41	0.15	12334.59	11516.1	818.49
01/06/2011	Jun-11	Supermarkets	Black Mesa	Theta	12	Deluxe	Theta 12 Pack Deluxe	Regular	286	26198	13.14	66.56	91.6	26131.44	24397.83	1733.61	9	828	1.85	2.11	0.01	825.89	771.65	54.24
01/06/2011	Jun-11	Supermarkets	Black Mesa	Theta	12	Giftset	Theta 12 Pack Giftset	Regular	2179	202718	35.26	515.03	93.03	202202.97	188785.37	13417.6	183	19176	8.18	48.72	1.08	19127.28	17857.51	1269.77
01/06/2011	Jun-11	Supermarkets	Black Mesa	Theta	12	Standard	Theta 12 Pack Standard	Regular	30244	1856719	75.85	4717.19	61.39	1852001.81	1729110.25	122891.56	-1736	-100785	-3.54	-256.05	0.18	-100528.95	-93858.22	-6670.73
01/06/2011	Jun-11	Supermarkets	Black Mesa	Theta	18	Standard	Theta 18 Pack Standard	Regular	14432	904358	52.47	2297.62	62.66	902060.38	842203.48	59856.9	1372	90032	12.27	228.74	0.31	89803.26	83844.63	5958.63
01/06/2011	Jun-11	Supermarkets	LexCorp	Gamma	12	Standard	Gamma 12 Pack Standard	Budget	2119	133268	40.11	338.58	62.89	132929.42	124108.55	8820.87	685	34612	8.27	87.94	-5.91	34524.06	32232.81	2291.25
01/06/2011	Jun-11	Supermarkets	MomCorp	Alpha	12	Standard	Alpha 12 Pack Standard	Regular	662	60455	18.04	153.59	91.32	60301.41	56299.85	4001.56	-961	-75963	-19.4	-192.99	7.27	-75770.01	-70742.76	-5027.25
01/06/2011	Jun-11	Supermarkets	MomCorp	Alpha	18	Standard	Alpha 18 Pack Standard	Regular	377	30238	9.7	76.82	80.21	30161.18	28159.98	2001.2	37	3062	2.36	7.78	0.28	3054.22	2851.36	202.86
01/06/2011	Jun-11	Supermarkets	Rekall	Beta	8	Standard	Beta 8 Pack Standard	Premium	1160	144355	34.1	366.75	124.44	143988.25	134433.37	9554.88	216	26544	7.73	67.44	-0.36	26476.56	24719.68	1756.88
01/06/2011	Jun-11	Supermarkets	Rekall	Beta	12	Deluxe	Beta 12 Pack Deluxe	Premium	118	15175	4.31	38.55	128.6	15136.45	14131.68	1004.77	-69	-8250	-1.98	-20.96	3.33	-8229.04	-7683.55	-545.49
01/06/2011	Jun-11	Supermarkets	Rekall	Beta	12	Giftset	Beta 12 Pack Giftset	Premium	1563	196558	29.17	499.37	125.76	196058.63	183049.11	13009.52	199	24043	5.2	61.08	-0.72	23981.92	22390.76	1591.16
01/06/2011	Jun-11	Supermarkets	Rekall	Beta	12	Standard	Beta 12 Pack Standard	Premium	3867	431606	52.26	1096.54	111.61	430509.46	401942.87	28566.59	384	44232	9.81	112.38	0.39	44119.62	41192.57	2927.05
01/06/2011	Jun-11	Supermarkets	Rekall	Beta	18	Standard	Beta 18 Pack Standard	Premium	2155	226007	38.57	574.19	104.88	225432.81	210474.32	14958.49	-99	-93	5.99	-0.24	4.57	-92.76	-86.61	-6.15
01/06/2011	Jun-11	Supermarkets	Rekall	Beta	60	Standard	Beta 60 Pack Standard	Premium	161	20333	3.72	51.66	126.29	20281.34	18935.36	1345.98	-5	-147	0.56	-0.37	2.92	-146.63	-137.46	-9.17
01/06/2011	Jun-11	Supermarkets	Stark Ind	Omega	12	Standard	Omega 12 Pack Standard	Budget	1082	65513	25.45	166.44	60.55	65346.56	61010.23	4336.33	510	31146	7.89	79.13	0.47	31066.87	29005.4	2061.47
01/06/2011	Jun-11	Supermarkets	Tyrell Corp	Kappa	8	Standard	Kappa 8 Pack Standard	Regular	743	62448	27.62	158.66	84.05	62289.34	58156.06	4133.28	120	8011	4.66	20.36	-3.33	7990.64	7460.6	530.04
01/06/2011	Jun-11	Supermarkets	Tyrell Corp	Kappa	12	Standard	Kappa 12 Pack Standard	Regular	4183	302774	42.34	769.23	72.38	302004.77	281964.7	20040.07	989	62596	8.72	159.04	-2.82	62436.96	58294.07	4142.89
01/06/2011	Jun-11	Supermarkets	Tyrell Corp	Kappa	18	Standard	Kappa 18 Pack Standard	Regular	916	65609	22.15	166.69	71.63	65442.31	61100.18	4342.13	-717	-35601	1.76	-90.45	9.65	-35510.55	-33154.21	-2356.34
01/06/2011	Jun-11	Supermarkets	Wayne Ent	Pi	12	Giftset	Pi 12 Pack Giftset	Regular	146	12055	7.06	30.62	82.57	12024.38	11226.11	798.27	-21	-2563	0.76	-6.52	-4.96	-2556.48	-2387.6	-168.88
01/07/2011	Jul-11	Hypermarkets	Aperture	Delta	12	Standard	Delta 12 Pack Standard	Budget	1972	109814	95.79	278.99	55.69	109535.01	102267.05	7267.96	-386	-13055	-0.38	-33.17	3.58	-13021.83	-12157.57	-864.26
01/07/2011	Jul-11	Hypermarkets	Aperture	Eta	12	Standard	Eta 12 Pack Standard	Budget	797	35103	14.53	89.18	44.04	35013.82	32690.44	2323.38	120	5261	-2.02	13.36	-0.04	5247.64	4899.24	348.4
01/07/2011	Jul-11	Hypermarkets	Aperture	Omicron	8	Standard	Omicron 8 Pack Standard	Regular	910	76920	96.6	195.43	84.53	76724.57	71633.42	5091.15	320	25895	1.83	65.79	-1.95	25829.21	24115.65	1713.56
01/07/2011	Jul-11	Hypermarkets	Aperture	Omicron	12	Deluxe	Omicron 12 Pack Deluxe	Regular	602	52013	90.94	132.14	86.4	51880.86	48438.61	3442.25	-313	-20207	-0.39	-51.34	7.47	-20155.66	-18817.47	-1338.19
01/07/2011	Jul-11	Hypermarkets	Aperture	Omicron	12	Giftset	Omicron 12 Pack Giftset	Regular	2831	246946	98.58	627.39	87.23	246318.61	229973.48	16345.13	-1006	-69619	-1.06	-176.88	4.73	-69442.12	-64834.95	-4607.17
01/07/2011	Jul-11	Hypermarkets	Aperture	Omicron	12	Standard	Omicron 12 Pack Standard	Regular	9075	631066	99.93	1603.29	69.54	629462.71	587694.16	41768.55	478	40650	0.14	103.28	0.86	40546.72	37856.76	2689.96
01/07/2011	Jul-11	Hypermarkets	Aperture	Omicron	18	Standard	Omicron 18 Pack Standard	Regular	8864	570595	99.17	1449.65	64.37	569145.35	531379.22	37766.13	-6232	-345872	0.21	-878.73	3.66	-344993.27	-322100.66	-22892.61
01/07/2011	Jul-11	Hypermarkets	Aperture	Sigma	12	Giftset	Sigma 12 Pack Giftset	Premium	806	132654	95.01	337.02	164.58	132316.98	123536.93	8780.05	-228	-26504	1.41	-67.34	10.66	-26436.66	-24682.8	-1753.86
01/07/2011	Jul-11	Hypermarkets	Aperture	Sigma	12	Standard	Sigma 12 Pack Standard	Premium	713	104015	93.55	264.26	145.88	103750.74	96866.61	6884.13	-11	1904	2.19	4.84	4.84	1899.16	1773.52	125.64
01/07/2011	Jul-11	Hypermarkets	Aperture	Tau	12	Standard	Tau 12 Pack Standard	Regular	1358	90488	96	229.9	66.63	90258.1	84268.73	5989.37	381	25244	1.58	64.14	-0.15	25179.86	23508.84	1671.02
01/07/2011	Jul-11	Hypermarkets	Black Mesa	Epsilon	12	Standard	Epsilon 12 Pack Standard	Budget	1013	53567	78.47	136.09	52.88	53430.91	49885.81	3545.1	-2	-378	-0.7	-0.96	-0.27	-377.04	-351.46	-25.58
01/07/2011	Jul-11	Hypermarkets	Black Mesa	Iota	12	Giftset	Iota 12 Pack Giftset	Regular	990	88124	90.31	223.89	89.01	87900.11	82067.21	5832.9	292	24460	1.86	62.15	-2.2	24397.85	22779.09	1618.76
01/07/2011	Jul-11	Hypermarkets	Black Mesa	Iota	12	Standard	Iota 12 Pack Standard	Regular	1008	84836	92.94	215.54	84.16	84620.46	79005.74	5614.72	10	2095	-1.89	5.33	1.25	2089.67	1951.75	137.92
01/07/2011	Jul-11	Hypermarkets	Black Mesa	Lambda	8	Standard	Lambda 8 Pack Standard	Budget	828	49818	71.07	126.57	60.17	49691.43	46394.09	3297.34	-7	-957	2.38	-2.43	-0.64	-954.57	-891.24	-63.33
01/07/2011	Jul-11	Hypermarkets	Black Mesa	Lambda	12	Standard	Lambda 12 Pack Standard	Budget	3616	200729	98.51	509.97	55.51	200219.03	186933.07	13285.96	750	41784	0.02	106.15	0.05	41677.85	38912.26	2765.59
01/07/2011	Jul-11	Hypermarkets	Black Mesa	Mu	12	Standard	Mu 12 Pack Standard	Premium	211	34301	42.38	87.14	162.56	34213.86	31943.37	2270.49	55	9859	5.4	25.05	5.88	9833.95	9181.6	652.35
01/07/2011	Jul-11	Hypermarkets	Black Mesa	Theta	6	Standard	Theta 6 Pack Standard	Regular	180	17711	19.54	44.99	98.39	17666.01	16493.57	1172.44	19	1687	-1.53	4.28	-1.14	1682.72	1571.25	111.47
01/07/2011	Jul-11	Hypermarkets	Black Mesa	Theta	8	Standard	Theta 8 Pack Standard	Regular	964	85625	98.48	217.54	88.82	85407.46	79739.96	5667.5	226	20718	-0.37	52.64	0.87	20665.36	19294.09	1371.27
01/07/2011	Jul-11	Hypermarkets	Black Mesa	Theta	12	Deluxe	Theta 12 Pack Deluxe	Regular	759	67640	92.87	171.85	89.12	67468.15	62991.04	4477.11	73	7548	3.6	19.18	1.52	7528.82	7029.24	499.58
01/07/2011	Jul-11	Hypermarkets	Black Mesa	Theta	12	Giftset	Theta 12 Pack Giftset	Regular	3697	319469	99.47	811.64	86.41	318657.36	297512.84	21144.52	54	8541	2.28	21.7	1.06	8519.3	7954.54	564.76
01/07/2011	Jul-11	Hypermarkets	Black Mesa	Theta	12	Standard	Theta 12 Pack Standard	Regular	5035	371381	99.64	943.53	73.76	370437.47	345857.03	24580.44	-551	-26759	1.31	-67.99	2.49	-26691.01	-24919.16	-1771.85
01/07/2011	Jul-11	Hypermarkets	Black Mesa	Theta	18	Standard	Theta 18 Pack Standard	Regular	40243	2389897	99.39	6071.78	59.39	2383825.22	2225643.89	158181.33	13413	783813	-0.4	1991.36	-0.47	781821.64	729943.51	51878.13
01/07/2011	Jul-11	Hypermarkets	LexCorp	Gamma	12	Standard	Gamma 12 Pack Standard	Budget	2782	170849	96.44	434.06	61.41	170414.94	159107.23	11307.71	-848	-41369	-1.6	-105.1	2.95	-41263.9	-38525.04	-2738.86
01/07/2011	Jul-11	Hypermarkets	MomCorp	Alpha	12	Standard	Alpha 12 Pack Standard	Regular	741	63410	59.71	161.1	85.57	63248.9	59052.32	4196.58	-226	-14510	3.96	-36.86	4.99	-14473.14	-13512.57	-960.57
01/07/2011	Jul-11	Hypermarkets	MomCorp	Alpha	18	Standard	Alpha 18 Pack Standard	Regular	1686	129404	91.6	328.76	76.75	129075.24	120510.67	8564.57	206	16845	-0.62	42.79	0.7	16802.21	15687.27	1114.94
01/07/2011	Jul-11	Hypermarkets	Rekall	Beta	8	Standard	Beta 8 Pack Standard	Premium	1096	125650	99.56	319.23	114.64	125330.77	117014.48	8316.29	149	16782	0.5	42.64	-0.32	16739.36	15629.15	1110.21
01/07/2011	Jul-11	Hypermarkets	Rekall	Beta	12	Deluxe	Beta 12 Pack Deluxe	Premium	66	8043	8.02	20.44	121.86	8022.56	7490.22	532.34	-25	-3174	-4.7	-8.06	-1.4	-3165.94	-2955.85	-210.09
01/07/2011	Jul-11	Hypermarkets	Rekall	Beta	12	Giftset	Beta 12 Pack Giftset	Premium	3812	436309	96.11	1108.49	114.46	435200.51	406321.9	28878.61	600	70870	-0.57	180.06	0.69	70689.94	65998.86	4691.08
01/07/2011	Jul-11	Hypermarkets	Rekall	Beta	12	Standard	Beta 12 Pack Standard	Premium	3931	413451	99.15	1050.41	105.18	412400.59	385035.26	27365.33	591	63305	0.28	160.83	0.35	63144.17	58954.54	4189.63
01/07/2011	Jul-11	Hypermarkets	Rekall	Beta	18	Standard	Beta 18 Pack Standard	Premium	5750	540369	97.62	1372.87	93.98	538996.13	503230.41	35765.72	1900	165104	-0.7	419.47	-3.49	164684.53	153756.51	10928.02
01/07/2011	Jul-11	Hypermarkets	Rekall	Beta	60	Standard	Beta 60 Pack Standard	Premium	920	95347	44.5	242.24	103.64	95104.76	88793.6	6311.16	24	2688	-1.47	6.83	0.23	2681.17	2503.26	177.91
01/07/2011	Jul-11	Hypermarkets	Stark Ind	Omega	12	Standard	Omega 12 Pack Standard	Budget	1045	63579	90.3	161.53	60.84	63417.47	59209.33	4208.14	123	7704	-0.49	19.58	0.24	7684.42	7174.52	509.9
01/07/2011	Jul-11	Hypermarkets	Tyrell Corp	Kappa	8	Standard	Kappa 8 Pack Standard	Regular	1114	87476	97.21	222.24	78.52	87253.76	81464.31	5789.45	313	23641	-0.04	60.06	-1.17	23580.94	22016.39	1564.55
01/07/2011	Jul-11	Hypermarkets	Tyrell Corp	Kappa	12	Standard	Kappa 12 Pack Standard	Regular	1946	141508	97.84	359.51	72.72	141148.49	131782.04	9366.45	-422	-20764	-0.57	-52.76	4.19	-20711.24	-19337.67	-1373.57
01/07/2011	Jul-11	Hypermarkets	Tyrell Corp	Kappa	18	Standard	Kappa 18 Pack Standard	Regular	3025	198611	85.74	504.59	65.66	198106.41	184960.64	13145.77	635	41590	-3.48	105.66	-0.04	41484.34	38731.22	2753.12
01/07/2011	Jul-11	Hypermarkets	Wayne Ent	Pi	12	Giftset	Pi 12 Pack Giftset	Regular	1168	87521	59.14	222.36	74.93	87298.64	81506.21	5792.43	219	17255	-3.78	43.84	0.89	17211.16	16069.47	1141.69
01/07/2011	Jul-11	Supermarkets	Aperture	Delta	12	Standard	Delta 12 Pack Standard	Budget	2308	116240	30.36	295.32	50.36	115944.68	108250.85	7693.83	-595	-28734	-3.24	-73	0.42	-28661	-26759.16	-1901.84
01/07/2011	Jul-11	Supermarkets	Aperture	Eta	12	Standard	Eta 12 Pack Standard	Budget	821	36127	4.7	91.78	44	36035.22	33644.24	2390.98	96	4155	-1.74	10.55	-0.1	4144.45	3869.99	274.46
01/07/2011	Jul-11	Supermarkets	Aperture	Omicron	8	Standard	Omicron 8 Pack Standard	Regular	1786	159505	33.36	405.24	89.31	159099.76	148542.7	10557.06	422	35908	-5.26	91.23	-1.3	35816.77	33440.3	2376.47
01/07/2011	Jul-11	Supermarkets	Aperture	Omicron	12	Deluxe	Omicron 12 Pack Deluxe	Regular	614	56949	17.55	144.68	92.75	56804.32	53035	3769.32	-215	-12827	-5.47	-32.59	8.58	-12794.41	-11945.24	-849.17
01/07/2011	Jul-11	Supermarkets	Aperture	Omicron	12	Giftset	Omicron 12 Pack Giftset	Regular	4871	404615	44.03	1027.97	83.07	403587.03	376806.91	26780.12	1881	143116	-4.67	363.61	-4.39	142752.39	133280.63	9471.76
01/07/2011	Jul-11	Supermarkets	Aperture	Omicron	12	Standard	Omicron 12 Pack Standard	Regular	11293	808525	49.34	2054.14	71.6	806470.86	752956.16	53514.7	1118	88421	-8.09	224.64	0.83	88196.36	82343.79	5852.57
01/07/2011	Jul-11	Supermarkets	Aperture	Omicron	18	Standard	Omicron 18 Pack Standard	Regular	5583	384157	41.86	975.99	68.81	383181.01	357754.21	25426.8	-2536	-134799	-9.93	-342.47	4.89	-134456.53	-125535.07	-8921.46
01/07/2011	Jul-11	Supermarkets	Aperture	Sigma	12	Giftset	Sigma 12 Pack Giftset	Premium	433	76387	16.22	194.07	176.41	76192.93	71136.68	5056.25	-27	-975	-3.22	-2.48	8.23	-972.52	-908	-64.52
01/07/2011	Jul-11	Supermarkets	Aperture	Sigma	12	Standard	Sigma 12 Pack Standard	Premium	601	95302	17.67	242.12	158.57	95059.88	88751.69	6308.19	27	4811	-4	12.22	0.92	4798.78	4480.16	318.62
01/07/2011	Jul-11	Supermarkets	Aperture	Tau	12	Standard	Tau 12 Pack Standard	Regular	493	34956	16.79	88.81	70.9	34867.19	32553.53	2313.66	124	8525	-1.84	21.66	-0.73	8503.34	7939.46	563.88
01/07/2011	Jul-11	Supermarkets	Black Mesa	Epsilon	12	Standard	Epsilon 12 Pack Standard	Budget	725	40956	16.92	104.05	56.49	40851.95	38141.17	2710.78	190	10747	-0.34	27.3	0.02	10719.7	10008.56	711.14
01/07/2011	Jul-11	Supermarkets	Black Mesa	Iota	12	Giftset	Iota 12 Pack Giftset	Regular	955	84156	23.2	213.81	88.12	83942.19	78372.11	5570.08	414	32270	-0.34	81.99	-7.79	32188.01	30051.95	2136.06
01/07/2011	Jul-11	Supermarkets	Black Mesa	Iota	12	Standard	Iota 12 Pack Standard	Regular	754	66641	21.42	169.31	88.38	66471.69	62061.26	4410.43	36	2197	-4.74	5.58	-1.37	2191.42	2046.75	144.67
01/07/2011	Jul-11	Supermarkets	Black Mesa	Lambda	8	Standard	Lambda 8 Pack Standard	Budget	440	27695	12.55	70.36	62.94	27624.64	25791.38	1833.26	-47	-3303	-3.61	-8.4	-0.71	-3294.6	-3076.55	-218.05
01/07/2011	Jul-11	Supermarkets	Black Mesa	Lambda	12	Standard	Lambda 12 Pack Standard	Budget	2303	137534	36.27	349.42	59.72	137184.58	128081.91	9102.67	546	29520	-6.69	75	-1.76	29445	27491.14	1953.86
01/07/2011	Jul-11	Supermarkets	Black Mesa	Mu	12	Standard	Mu 12 Pack Standard	Premium	524	83678	17.37	212.59	159.69	83465.41	77926.78	5538.63	10	2902	-4.5	7.37	2.54	2894.63	2702.74	191.89
01/07/2011	Jul-11	Supermarkets	Black Mesa	Theta	6	Standard	Theta 6 Pack Standard	Regular	283	29088	10.3	73.9	102.78	29014.1	27088.84	1925.26	15	1888	-3.61	4.8	1.29	1883.2	1758.43	124.77
01/07/2011	Jul-11	Supermarkets	Black Mesa	Theta	8	Standard	Theta 8 Pack Standard	Regular	1698	157405	33.08	399.9	92.7	157005.1	146586.47	10418.63	116	9527	-5.34	24.2	-0.78	9502.8	8871.49	631.31
01/07/2011	Jul-11	Supermarkets	Black Mesa	Theta	12	Deluxe	Theta 12 Pack Deluxe	Regular	268	24943	11.96	63.37	93.07	24879.63	23228.34	1651.29	-18	-1255	-1.18	-3.19	1.47	-1251.81	-1169.49	-82.32
01/07/2011	Jul-11	Supermarkets	Black Mesa	Theta	12	Giftset	Theta 12 Pack Giftset	Regular	2033	195030	28.31	495.49	95.93	194534.51	181625.94	12908.57	-146	-7688	-6.95	-19.54	2.9	-7668.46	-7159.43	-509.03
01/07/2011	Jul-11	Supermarkets	Black Mesa	Theta	12	Standard	Theta 12 Pack Standard	Regular	10031	706784	54.86	1795.66	70.46	704988.34	658207.83	46780.51	-20213	-1149935	-20.99	-2921.53	9.07	-1147013.47	-1070902.42	-76111.05
01/07/2011	Jul-11	Supermarkets	Black Mesa	Theta	18	Standard	Theta 18 Pack Standard	Regular	26657	1612972	44.01	4097.92	60.51	1608874.08	1502114.98	106759.1	12225	708614	-8.46	1800.3	-2.15	706813.7	659911.5	46902.2
01/07/2011	Jul-11	Supermarkets	LexCorp	Gamma	12	Standard	Gamma 12 Pack Standard	Budget	1723	113621	34.75	288.67	65.94	113332.33	105811.85	7520.48	-396	-19647	-5.36	-49.91	3.05	-19597.09	-18296.7	-1300.39
01/07/2011	Jul-11	Supermarkets	MomCorp	Alpha	12	Standard	Alpha 12 Pack Standard	Regular	583	55602	14.97	141.26	95.37	55460.74	51780.58	3680.16	-79	-4853	-3.07	-12.33	4.05	-4840.67	-4519.27	-321.4
01/07/2011	Jul-11	Supermarkets	MomCorp	Alpha	18	Standard	Alpha 18 Pack Standard	Regular	487	38276	7	97.24	78.6	38178.76	35645.17	2533.59	110	8038	-2.7	20.42	-1.61	8017.58	7485.19	532.39
01/07/2011	Jul-11	Supermarkets	Rekall	Beta	8	Standard	Beta 8 Pack Standard	Premium	1078	133209	26.94	338.43	123.57	132870.57	124053.79	8816.78	-82	-11146	-7.16	-28.32	-0.87	-11117.68	-10379.58	-738.1
